"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","EDU_LFS_STATUS","Education and labour force status","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"c","Data below the publication limit"
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.16997579,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.28666523,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"c","Data below the publication limit"
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.3189414,,
"AUT","Austria","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.9283533,,
"AUT","Austria","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.7953758,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",9.1485586,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",10.517057,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",7.9617958,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",21.494324,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",21.48465,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",21.507629,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.0327833,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.3496959,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.6041983,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",49.280228,,
"AUT","Austria","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",54.176323,,
"AUT","Austria","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",45.073833,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",20.925955,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",22.669188,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",19.414221,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",17.933765,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",17.124672,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",19.04645,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.96452785,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.2379932,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.5331091,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",48.592163,,
"AUT","Austria","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",53.885624,,
"AUT","Austria","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",44.044376,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",19.850056,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",21.44504,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",18.466885,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",16.574078,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",16.026545,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",17.327057,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.93489307,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.2055507,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.4777201,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.68806481,,
"AUT","Austria","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"c","Data below the publication limit"
"AUT","Austria","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.0294567,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.0758983,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.2241476,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.94733632,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.3596882,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.0981268,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.7193936,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.291168,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.34247038,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.50753927,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",27.180264,,
"AUT","Austria","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",26.644865,,
"AUT","Austria","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",27.640242,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",67.694908,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",63.988113,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",70.909431,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",60.112732,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",60.62384,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",59.409847,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.2311108,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.6055835,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.9172893,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",12.289833,,
"AUT","Austria","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",10.444104,,
"AUT","Austria","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",13.875558,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",56.085201,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",52.199635,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",59.454765,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",55.225792,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",56.328724,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",53.709011,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.2502064,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.6298866,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.9467936,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",14.890431,,
"AUT","Austria","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",16.200762,,
"AUT","Austria","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",13.764685,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",11.609705,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",11.78848,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",11.454671,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.8869424,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.2951145,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.7008381,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.54204512,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.66626799,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.90525585,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",8.4774303,,
"AUT","Austria","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",10.13553,,
"AUT","Austria","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",7.0529037,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.6625624,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",7.2346096,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.2992826,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.7077413,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.7176538,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.6941092,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.40807453,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.53432882,,
"AUT","Austria","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.63215739,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",6.4130001,,
"AUT","Austria","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",6.0652304,,
"AUT","Austria","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",6.7117805,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.9471421,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.5538697,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",7.1553888,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.1792014,,
"AUT","Austria","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.5774609,,
