"COUNTRY","Country","ISC11_LEVEL_CAT","Education level and programe orientation","INDICATOR","Indicator","EXPENDITURE_TYPE","Type of expenditure","REF_SECTOR","Source of funds","COUNTERPART_SECTOR","Institution type","YEAR","Year","Value","Flag Codes","Flags"
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.682,"w","Includes data from another category"
"CHE","Switzerland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"CHE","Switzerland","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"CHE","Switzerland","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.98,,
"CHE","Switzerland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.98,,
"CHE","Switzerland","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.33,,
"CHE","Switzerland","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.682,,
"CHE","Switzerland","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",15.089,,
"TUR","Turkey","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.565,,
"TUR","Turkey","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.082,,
"TUR","Turkey","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.368,,
"TUR","Turkey","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.354,,
"TUR","Turkey","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"z","Not applicable"
"TUR","Turkey","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"TUR","Turkey","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"TUR","Turkey","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.601,,
"TUR","Turkey","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.889,,
"TUR","Turkey","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.354,,
"TUR","Turkey","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",12.97,,
"GBR","United Kingdom","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.517,,
"GBR","United Kingdom","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.18,,
"GBR","United Kingdom","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.171,,
"GBR","United Kingdom","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.162,,
"GBR","United Kingdom","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"z","Not applicable"
"GBR","United Kingdom","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.028,,
"GBR","United Kingdom","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.938,,
"GBR","United Kingdom","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.966,,
"GBR","United Kingdom","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.373,,
"GBR","United Kingdom","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.162,,
"GBR","United Kingdom","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",12.995,,
"USA","United States","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"M","Missing value; data cannot exist"
"USA","United States","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.895,,
"USA","United States","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.129,,
"USA","United States","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.218,,
"USA","United States","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.053,,
"USA","United States","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"USA","United States","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"USA","United States","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.459,,
"USA","United States","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.999,,
"USA","United States","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.271,,
"USA","United States","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"M","Missing value; data cannot exist"
"BRA","Brazil","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.971,,
"BRA","Brazil","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.888,,
"BRA","Brazil","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.434,,
"BRA","Brazil","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.42,"w","Includes data from another category"
"BRA","Brazil","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"BRA","Brazil","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"BRA","Brazil","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"BRA","Brazil","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.513,,
"BRA","Brazil","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"BRA","Brazil","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.42,,
"BRA","Brazil","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",18.226,,
"CHL","Chile","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.481,,
"CHL","Chile","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.785,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.933,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",5.014,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.886,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.105,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.679,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.643,,
"CHL","Chile","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"z","Not applicable"
"CHL","Chile","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"z","Not applicable"
"CHL","Chile","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.712,,
"CHL","Chile","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",0.587,,
"CHL","Chile","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.2,,
"CHL","Chile","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",4.44,,
"CHL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.912,,
"CHL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",5.027,,
"CHL","Chile","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.479,,
"CHL","Chile","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",4.637,,
"CHL","Chile","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.679,,
"CHL","Chile","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.643,,
"CHL","Chile","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",19.891,,
"CHL","Chile","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",19.573,,
"EST","Estonia","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.66,,
"EST","Estonia","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.508,,
"EST","Estonia","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.803,,
"EST","Estonia","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.916,,
"EST","Estonia","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.629,,
"EST","Estonia","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"z","Not applicable"
"EST","Estonia","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.74,,
"EST","Estonia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.74,,
"EST","Estonia","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.419,,
"EST","Estonia","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.545,,
"EST","Estonia","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",14.256,,
"ISR","Israel","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.837,,
"ISR","Israel","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",5.37,,
"ISR","Israel","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"ISR","Israel","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.101,"w","Includes data from another category"
"ISR","Israel","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.016,,
"ISR","Israel","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.327,,
"ISR","Israel","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.823,,
"ISR","Israel","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.15,,
"ISR","Israel","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"ISR","Israel","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.118,"w","Includes data from another category"
"ISR","Israel","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",14.094,,
"LVA","Latvia","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.283,,
"LVA","Latvia","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.235,,
"LVA","Latvia","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.992,,
"LVA","Latvia","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.405,,
"LVA","Latvia","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.174,,
"LVA","Latvia","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.426,,
"LVA","Latvia","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.577,,
"LVA","Latvia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.003,,
"LVA","Latvia","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.38,,
"LVA","Latvia","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.58,,
"LVA","Latvia","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",14.093,,
"LTU","Lithuania","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.799,,
"LTU","Lithuania","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.96,,
"LTU","Lithuania","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.252,,
"LTU","Lithuania","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.614,,
"LTU","Lithuania","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.469,,
"LTU","Lithuania","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"z","Not applicable"
"LTU","Lithuania","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.826,,
"LTU","Lithuania","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.826,,
"LTU","Lithuania","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.219,,
"LTU","Lithuania","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.083,,
"LTU","Lithuania","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",12.92,,
"RUS","Russia","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.569,,
"RUS","Russia","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"RUS","Russia","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",5.578,,
"RUS","Russia","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"RUS","Russia","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.441,,
"RUS","Russia","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.882,,
"RUS","Russia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.323,,
"RUS","Russia","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.17,,
"RUS","Russia","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",5.578,,
"RUS","Russia","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",11.489,,
"SVN","Slovenia","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.996,,
"SVN","Slovenia","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.013,,
"SVN","Slovenia","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.609,,
"SVN","Slovenia","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.935,,
"SVN","Slovenia","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"z","Not applicable"
"SVN","Slovenia","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.087,,
